codigo_completo,naturaleza,grupo,subgrupo,codigo,nombre,descripcion
5.8.05.09,5,8,05,09,Bono de Desnutrición,"Asignación de recursos a mujeres embarazadas, niñas y niños hasta el segundo año de vida, destinados a incentivar la nutriciónmaterna infantil ,elusode los servicios de salud y desarrollo infantil ,sujetoalcum plimientodecondicionalida desde cor responsabilidad a fin de reducir los índices de desnutrición."
5.8.05.10,5,8,05,10,Pensión de Adultos Mayores,Asignación de recursos a favor de adultos mayores que se encuentren habilitados para el pago.
5.8.05.11,5,8,05,11,Pensión para Personas con Capacidades Especiales,Asignación de recursos a favor de personas con capacidades especiales que se encuentren habilitados para el pago.
5.8.05.12,5,8,05,12,Bono por Discapacidad,Asignación de recursos a favor de personas con capacidades especiales que se encuentren habilitados para el pago.
5.8.05.13,5,8,05,13,Bono por Emergencia,"Asignación de recursos con carácter temporal para la población en situaciones de desastres naturales, catástrofes o circunstancias de conmoción nacional, dirigido a las familias de alta vulnerabilidad en las zonas afectadas."
5.8.05.14,5,8,05,14,Bono Joaquín Gallegos Lara,"Asignación de recursos a favor de padres yfamiliares cuidadores de personas con discapacidad severa yprofunda o en situación crítica que no pueden gobernarse por sí mismas, identificadas como tales en la base de datos de la “Misión Solidaria ManuelaEspejo”"
5.8.05.15,5,8,05,15,Bono de Adherencia a la Tuberculosis,Asignación de recursos a favor de pacientes afectados de Tuberculosis Drogo-resist ente como incentivo para que la población asista a las unidades de salud y cumpla con el tratamiento adecuado.
5.8.05.18,5,8,05,18,Bono por Emergencia Sanitaria,"Asignación de recursos con carácter temporal para el núcleo familiar beneficiario en situaciones de calamidad pública o circunstancias de conmoción nacional sanitaria, dirigido a grupos de alta vulnerabilidad en las zonas afectadas que se encuentren dentro del Registro Social vigente y que no cuenten con seguridad social contributiva o si algún miembro es beneficiariode bonos y pensiones de las transferenciamonetarias por laentidadacargooquesean beneficiarios de otros bonos."
5.8.06,5,8,06,,Aportes y Participaciones Corrientes a Gobiernos Autónomos Descentralizados y Regímenes Especiales,Aportes y participaciones establecidas en cuerpos legales para Gobiernos Autónomos Descentralizados y Regímenes Especiales.
5.8.06,5,8,06,,37,A Gobiernos Autónomos Descentralizados Parroquiales Rurales por la aplicación del Modelo de Equidad Territorial Transferenciade recursos afavorde los Gobiernos Autónomos Descentralizados parroquiales rurales por laparticipacióndel Modelo de Equidad Territorial de conformidad alCOOTAD
5.8.06.35,5,8,06,35,AGobiernos Autónomos Descentralizados Provinciales y al Régimen Especial de Galápagos por la aplicación del,Modelo de Equidad Territorial Transferenciade recursos afavorde los Gobiernos Autónomos Descentralizados Provinciales ydel Régimen deGalápagos por la participación del Modelo de Equidad Territorial de conformidad al COOTAD.
5.8.06.36,5,8,06,36,A Gobiernos Autónomos Descentralizados Distritales y Municipales por la aplicación del Modelo de Equidad,Territorial Transferencia de recursos a favor de los Gobiernos Autónomos Descentralizados distritales y municipales del Modelo de Equidad Territorial de conformidad al COOTAD. 34
5.8.06.42,5,8,06,42,A Gobiernos Autónomos Descentralizados Provinciales por asumir la Competencia de Riego y Drenaje,Transferenciade recursos afavorde los Gobiernos Autónomos Descentralizados provinciales por asumirlacompetenciade riego y drenaje.
5.8.06.43,5,8,06,43,"A Gobiernos Autónomos Descentralizados Metropolitanos y Municipales por asumir la Competencia de Tránsito,","Transporte Terrestre y Seguridad Vial Transferenciade recursos afavorde los Gobiernos Autónomos Metropolitano sy Municipales por asumirlacompetenciade tránsito, transporte terrestre y seguridad vial."
5.8.06.54,5,8,06,54,AGobiernosAutónomosDescentralizadosMetropolitanosyMunicipalesporasumirlaCompetenciaparaPreservarel,"Patrimonio Arquitectónico y Cultural Transferencia de recursos a favor de los Gobiernos Autónomos Descentralizados Metropolitanos y Municipales para preservar, mantener y difundir el patrimonio arquitectónico, cultural y construir los espacios públicos para esos fines."
5.8.10,5,8,10,,Transferencias Corrientes a la Seguridad Social,Transferencias destinadas a la seguridad social para financiar sus prestaciones.
5.8.10.01,5,8,10,01,Contribuciones 40% Pensiones Pagadas por el Seguro General,Transferencias destinadas a cubrir el 40% de las Pensiones pagadas por el Seguro General.
5.8.10.02,5,8,10,02,Contribución 40% Pensiones Riesgos del Trabajo,Transferencias destinadas a cubrir el 40% de las pensiones de Riesgos del Trabajo.
5.8.10.03,5,8,10,03,Financiamiento SeguroSocial Campesino 30% del 1% de Sueldos y Salarios,Transferencias destinadasal financiamiento del Seguro Social Campe sino que correspondeal30%del1%de los sueldos y salarios.
5.8.10.04,5,8,10,04,Contribuciones 40% Pensiones Seguro Social Campesino,Transferencias destinadas a cubrir el 40% de las pensiones del Seguro Social Campesino.
5.8.10.05,5,8,10,05,Aporte Anual Seguro Social Campesino,Transferencias del aporte anual para el Seguro Social Campesino.
5.8.10.06,5,8,10,06,Reservas Matemáticas,Transferencias al IESS destinadas a cubrir las reserva smatemáticas
5.8.10.11,5,8,10,11,Asignaciones del Estado para el pago de Pensiones del ISSFA,"Transferencias del Estado para el pago de pensiones del seguro de retiro, invalidez y muerte, incluye mortuoria, de conformidad con las disposiciones legales vigentes."
5.8.10.12,5,8,10,12,Pensiones a Cargo del Estado Pagadas por el ISSFA,Transferencias destinadas a cubrir las pensiones vitalicias a cargo del Estado pagadas por el ISSFA.
5.8.10.16,5,8,10,16,Asignaciones del Estado para el pago de Pensiones del ISSPOL,"Transferencias del Estado para el pago de pensiones del seguro de retiro, invalidez y muerte, incluye mortuoria, de conformidad con las disposiciones legales vigentes."
5.8.10.17,5,8,10,17,Pensiones a Cargo del Estado pagadas por el ISSPOL,Transferencias destinadas a cubrir las pensiones vitalicias a cargo del Estado pagadas por el ISSPOL.
5.8.10.18,5,8,10,18,Reconocimiento de Pago de Pensiones a Héroes y Heroínas Nacionales del IESS,Transferenciadel Estado para el pago de la pensión mensual para héroesyheroínasdel IESS de conformidad con la Ley de Reconocimiento a los Héroes y Heroínas Nacionales.
5.8.10.19,5,8,10,19,Ley 2004-39 Incremento delas Pensiones Jubilares del IESS,Transferencias para el pago delincrementode las pensiones a jubilados y beneficiarios enc umplimientodelaLey2004-39 incremento de las Pensiones Jubilares del IESS.
5.8.10.20,5,8,10,20,Pensiones del Seguro Adicional del Magisterio Fiscal,Transferencia para el pago de la pensión mínima adicional de beneficiarios del Magisterio Fiscal de conformidad con el Reglamento a la Ley Orgánica de Educación Intercultural y el Decreto Ejecutivo No. 1432 de 8 de febrero de 2013.
5.8.10.21,5,8,10,21,AlaSeguridadSocialporSubsidiodelPorcentajedelaAportaciónIndividualdelasPersonasqueRealizanTrabajo,no Remunerado del Hogar Transferencia del Estado a la Seguridad Social para cubrir el subsidio del porcentaje de la aportación individual de las personas que realizan trabajo no remunerado del hogar de conformidad con las disposiciones legales vigentes.
5.8.10.22,5,8,10,22,A la Seguridad Social como Aporte del Estado por el Trabajo Juvenil,Transferenciadel Estado alInstituto Ecuatoriano de Seguridad Social para cubrirelaportedel empleadoralostrabajadores bajo la modalidad del contrato de trabajo juvenil de conformidad con las disposiciones legales vigentes.
5.8.10.23,5,8,10,23,"Reconocimiento a los ex combatientes no remunerados, ni pensionados, que se encuentren en situación de","vulnerabilidad ISSFA Transferencia del Estado para los ex combatientes no remunerados, ni pensionados, que se encuentren en situación de vulnerabilidad, calificados porel Ministeriode InclusiónEconómica ySocial, deconformidad conlas disposiciones legales vigentes."
5.8.10.24,5,8,10,24,Reconocimiento de Pago de Pensiones a Héroes y Heroínas Nacionales del ISSFA,Transferenciadel Estado para el pago de la pensión mensual para héroesyheroínasdel ISSFA de conformidad con la Ley de Reconocimiento a los Héroes y Heroínas Nacionales.
5.8.10.25,5,8,10,25,Reconocimiento de Pago de Pensiones a Héroes y Heroínas Nacionales del ISSPOL,Transferenciadel Estado para el pago de la pensión mensual para héroesyheroínasdel ISSPOL de conformidad con la Ley de Reconocimiento a los Héroes y Heroínas Nacionales.
5.8.11,5,8,11,,Transferencias por Convenios Internacionales,Convenios internacionales para la Seguridad Social
5.8.11.01,5,8,11,01,Convenios Internacionales para la Seguridad Social,Transferencias por convenios internacionales para la Seguridad Social.
5.8.12,5,8,12,,Transferencias para Usuarios con Enfermedades Catastróficas Beneficiarios de Cobertura Internacional y para,Convenios de Cooperación Técnica Internacional Transferencias para usuarios con enfermedades catastróficas beneficiarios de cobertura Internacional de salud para convenios de cooperación técnica Internacional. 35
5.8.12.01,5,8,12,01,AUsuariosconEnfermedadesCatastróficasBeneficiariosdeCoberturaInternacional,Transferencias para los usuarios beneficiarios de cobertura ypr estado res internacionales de salud para los ecuatorianos y extranjeros legalmente residentes en el territorio nacional con diagnóstico confirmado de alguna de las enfermedades definidas como catastróficas yquesurequerimi entomédicodealtacomplejid adnopuedaresolverseanivel nacional tanto en la Red Pública Integrada de Salud (RPIS) como en la Red Privada Integrada de Salud (RPC) de conformidad con las disposiciones legales vigentes.
5.8.12.02,5,8,12,02,Convenio de Cooperación Técnica Internacional,"Transferencias para laparticipacióndel Ministerio de Salud Pública en el Fondo RotativodeVac unas para la adquisición de biológicos ,jeringas, equipos eimplementosd ecadenaenfrio""ProgramaAmp liadodeInmunizaciones"",de conformidad con las disposiciones legales vigentes."
5.8.99,5,8,99,,Asignaciones a Distribuir,Asignaciones sujetas a distribución para ítems específicos del grupo.
5.8.99.01,5,8,99,01,Asignación a Distribuir para Transferencias y Donaciones Corrientes,Asignación sujeta a distribución entre los diversos subgrupos e ítems del grupo de transferencias y donaciones corrientes.
6,6,,,,EGRESOS DE PRODUCCIÓN,"Costos incurridos en las actividades de producción para la obtención, transformación y/o comercialización de bienes y servicios destinados al mercado generados por las empresas públicas, comprende los egresos en personal, bienes y servicios, incluye materias primas, productos en proceso o semielaborados y productos terminados; su devengo produce contablemente modificaciones directas en la composición patrimonial del Estado."
6.1,6,1,,,EGRESOS EN PERSONAL PARA LA PRODUCCIÓN,"Egresos por remuneraciones, salarios y otras obligaciones con el personal vinculado directamente a los procesos de transformación y/o comercialización de bienes y servicios."
6.1.01,6,1,01,,Remuneraciones Básicas,Egresos afavorde los servidores ytrabajadoresen contraprestación por los servicios pr estado senelprocesoproductivoo giro del negocio.
6.1.01.05,6,1,01,05,Remuneraciones Unificadas,"Egresos por remuneraciones a personal vinculado directa m ente enelprocesoproductivoogir odelnegocio.Seexceptúanel décimo tercer sueldo, décimo cuarto sueldo, horas extraordinarias y suplementarias."
6.1.01.06,6,1,01,06,Salarios Unificados,"Egresos por remuneración detrabajadoresvinculados directa m ente alprocesoproductivoogir odelnegocio,seexceptúanel décimo tercer sueldo, décimo cuarto sueldo, horas extraordinarias y suplementarias."
6.1.02,6,1,02,,Remuneraciones Complementarias,"Egresos adicionales a las remuneraciones básicas, liquidadas de acuerdo con disposiciones legales vigentes."
6.1.02.03,6,1,02,03,Decimo Tercer Sueldo,"Bonificación anual , equivalente aladoceava parte de todas las remuneraciones percibidas durante el año de conformidad con las disposiciones legales vigentes."
6.1.02.04,6,1,02,04,Decimo Cuarto Sueldo,"Bonificación anual , equivalente a una remuneración básicamínimaunifi cada vigentealafechadel pago de conformidad con las disposiciones legales."
6.1.02.17,6,1,02,17,Bonificación por Millaje,Asignación para el personal de tripulación aérea por distancia de vuelo.
6.1.02.35,6,1,02,35,Remuneración Variable por Eficiencia,Retribución pagada al personal en función del cumplimiento de metas de la Empresa y al rendimiento individual.
6.1.03,6,1,03,,Remuneraciones Compensatorias,"Egresos adicionales por transporte, alimentación, comisariato y trabajo de alto riesgo."
6.1.03.04,6,1,03,04,Compensación por Transporte,Egresos por transporte a favor de personal sujeto al Código del Trabajo.
6.1.03.06,6,1,03,06,Alimentación,"Egresos a favor de trabajadores por alimentación, previaaprobación del Ministerio del Trabajo."
6.1.03.07,6,1,03,07,Comisariato,Egresos para cubrirlaseroga cionesdelostrabajadoresen adquisición de bienes para su consumo de conformidad con la normativa vigente.
6.1.03.09,6,1,03,09,Compensación por Trabajo de Alto Riesgo,Egresos para los trabajadores que cumplen labores de alto riesgo.
6.1.03.13,6,1,03,13,Compensación por Cesación de Funciones,Compensacióneconómica que ser econocealasservidorasy servidores que ser etirendel servicio público ycesenensu puesto cumpliendo los requisitos establecidos en las leyes de la seguridad social para la jubilación.
